title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
Battlefield: Bad Company,1.56999999284744,0.0899999998509884,0.820000022649765,0.320000007748604,4,North America,Japan
Punch-Out!!,0,0.0500000007450581,0.219999998807907,NULL,2,Europe and Africa,North America
Poupee Girl DS,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Age of Reflex,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Spider-Man / X-Men,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Age of Empires IV,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tobidase! Kagaku-kun Chikyuu D,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Cipher Complex,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Mousou Gugenka AVG Dream Belie,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Ranma 1/2: Datou, Ganso Musabe",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Goal Storm '97,0.00999999977648258,0.0900000035762787,0,0.00999999977648258,1,Japan,Europe and Africa
Captain Planet and the Planete,NULL,NULL,NULL,NULL,2,Other Region,Other Region
3D MiniGolf,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mafia II: The Betrayal of Jimm,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ai Shogi 2 Deluxe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chara-Chinko,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tilt to Live 2: Redonkulous,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Circuit Superstars,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Samurai Spirits: Tenkaichi Ken,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Battle B-Daman,0,NULL,0,0,1,North America,North America
Pepper Panic Saga,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tales of Innocence,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AirGrave,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Battleground 8: Prelude to Wat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Namco Museum 64,1.24000000953674,0.0299999993294477,0.170000001788139,0.00999999977648258,1,North America,Other Region
Lips,0.119999997317791,NULL,0.560000002384186,0.100000001490116,1,Europe and Africa,Other Region
Blacktail,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Sega Ages: OutRun,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Manic Marble 3,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Love Live! School Idol Paradis,NULL,0.119999997317791,NULL,NULL,1,Japan,Other Region
Mimana Iyar Chronicle,0.0700000002980232,0.00999999977648258,NULL,0.00999999977648258,2,North America,Other Region
Ken to Mahou to Gakuen Mono. F,NULL,0.0799999982118607,NULL,NULL,2,Japan,Other Region
Simple 2000 Series Vol. 114: T,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Intrusion 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hasbro Family Game Night 2,0.699999988079071,NULL,0.519999980926514,0.129999995231628,1,North America,Other Region
SEGA Classics Collection,0.209999993443489,NULL,0.159999996423721,0.0500000007450581,1,North America,Other Region
Championship Surfer,0.0299999993294477,NULL,0.0199999995529652,0,3,North America,Other Region
Angel Blade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cocoon,NULL,NULL,NULL,NULL,6,Other Region,Other Region
SpongeBob SquarePants,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chibi-Robo!: Photo Finder,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fatal Fury Special (CD),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Interactive Storybook DS Serie,0.0799999982118607,NULL,NULL,0,3,North America,Other Region
Glacier2,0.0399999991059303,NULL,NULL,0,1,North America,Other Region
"SD Gundam Eiyuden Daikessen!! ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Blue Crystal Rod,NULL,NULL,NULL,NULL,1,Other Region,Other Region
FIFA 18,2.70999999344349,0.290000000968575,11.7800003141165,2.13000002130866,7,Europe and Africa,Japan
Yoshi Topsy-Turvy,0.25,0.300000011920929,0.0900000035762787,0.00999999977648258,1,Japan,Other Region
One Piece Odyssey,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Big Biz Tycoon 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
X: Card of Fate,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gran Turismo (PSP),0.939999997615814,0.620000004768372,2.50000005960464,2.01999998092651,2,Europe and Africa,Japan
Asterix & Obelix: Kick Buttix,0.0199999995529652,NULL,0.00999999977648258,0,1,North America,Other Region
To Heart 2: Another Days,NULL,0.00999999977648258,NULL,NULL,2,Japan,Other Region
Sam & Max Hit the Road,NULL,NULL,0,NULL,1,Europe and Africa,Europe and Africa
Vigilance,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Worldly,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Squareboy vs Bullies: Arena Ed,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Artist ni Narou! Minna no Nuri,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Super Mario All-Stars and Supe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Panic Palette Portable,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Six Days in Fallujah,NULL,NULL,NULL,NULL,5,Other Region,Other Region
WipEout Omega Collection,0.119999997317791,NULL,0.490000009536743,0.109999999403954,1,Europe and Africa,Other Region
Persona 4 Arena Ultimax,0.0700000002980232,0.129999995231628,0.00999999977648258,0.00999999977648258,3,Japan,Europe and Africa
Satisfashion,0.0600000005215406,NULL,NULL,0,2,North America,Other Region
Captain Knick-Knack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sengoku Hime 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Assassin's Creed Liberation HD,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Space Hexcite: Metal Legend EX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kharkov: Disaster on the Donet,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NEKOPARA Vol. 1,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mobile Suit Gundam: Crossfire,0.0599999986588955,0.140000000596046,0,0.00999999977648258,1,Japan,Europe and Africa
Even the Ocean,NULL,NULL,NULL,NULL,1,Other Region,Other Region
PixelJunk Eden,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Radical Psycho Machine Racing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bigfoot: Collision Course,0.440000012516975,NULL,0,0.0299999993294477,4,North America,Europe and Africa
Mugen Bog,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Strip Fighter II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kirby Super Star Ultra,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Make Up & Style,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bug!,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Generation of Chaos Exceed,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fitness Boxing Fist of the Nor,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Beyond Protocol,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Jikkyou Powerful Major League,NULL,0.379999995231628,NULL,0,4,Japan,Other Region
One Piece Pirate Warriors,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Joint Operations: Typhoon Risi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Stranded: Alien Dawn,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Operation Europe,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Marvel Ultimate Alliance 3: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Alpha Arcanus,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Alan Wake Remastered,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Ultima V: Warriors of Destiny,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Virtua Fighter Kids,NULL,0.230000004172325,NULL,NULL,1,Japan,Other Region
"Azarashi Sentai Inazuma: Doki ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
WCW World Wrestling Championsh,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rushing Punch,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mahjong Goku Tenjiku,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Monster Slayers,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Arma 2: Operation Arrowhead,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Transformers: The Game,2.18999998271465,0.00999999977648258,0.740000013262033,0.409999996423721,11,North America,Japan
Grand Knights History,NULL,0.129999995231628,NULL,NULL,1,Japan,Other Region
Codename: Panzers Phase Two,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Yu-Gi-Oh! Legacy of the Duelis,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Power Rangers: Time Force,0.320000007748604,NULL,0.169999998062849,0.0199999995529652,4,North America,Other Region
History Channel: Civil War - A,0.129999995231628,NULL,NULL,0.00999999977648258,2,North America,Other Region
Moe Chronicle,NULL,0.0799999982118607,NULL,NULL,1,Japan,Other Region
Battletoads,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Planet Pachinko,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Xenoblade Chronicles 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Breed,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Okaeri! Chibi-Robo! Happy Rich,NULL,0.140000000596046,NULL,NULL,1,Japan,Other Region
Coronation Street: The Mystery,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Game Frenzy,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Baldur's Gate II: Throne of Bh,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DeathSmiles 2X,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Nagano Winter Olympics 98,0.150000005960464,0.129999995231628,0.0399999991059303,0,1,North America,Other Region
Nagano Winter Olympics '98,0.0700000002980232,NULL,0.0500000007450581,0.00999999977648258,1,North America,Other Region
Tom Clancy's Rainbow Six Vegas,0,NULL,0,0,6,North America,North America
World Heroes 2 Jet (CD),NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Karan Koron Gakuen: Doki Doki ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Beany Bopper,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Act of Aggression,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Capcom Classics Collection Rem,0.270000010728836,NULL,0,0.0199999995529652,2,North America,Europe and Africa
Need for Speed: Hot Pursuit Re,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Minions!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Entaku no Seito: The Eternal L,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Xybots,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shanghai: The Great Wall,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Daytona USA Deluxe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Goodgame Disco,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Prison Architect 2,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Strikers 1945,0.0700000002980232,0.0500000007450581,0.0500000007450581,0.00999999977648258,3,North America,Other Region
Metal Dungeon,0.0199999995529652,NULL,0.00999999977648258,0,1,North America,Other Region
Commando Jack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Yaku: Yuujou Dangi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Commander Keen,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Hellboy Web of Wyrd,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Onirike,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Kero Kero Keroppi no Bouken Ni,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Game & Watch: Donkey Kong Jr.,NULL,NULL,NULL,NULL,1,Other Region,Other Region
InfoGenius Productivity Pak: P,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Entente Gold,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NBA Live 2002,1.55000001192093,NULL,0.92999997548759,0.289999993517995,3,North America,Other Region
Ice Age: Dawn of the Dinosaurs,0.629999998956919,NULL,0.430000005289912,0.119999997317791,6,North America,Other Region
Dolphin,0.270000010728836,NULL,0.0199999995529652,0,1,North America,Other Region
Zoids: Legacy,0.0599999986588955,NULL,0.0199999995529652,0,1,North America,Other Region
Game & Watch: Flagman,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sengoku Kakumei Gaiden,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The FreeCell,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bubble Bath Babes,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Heroine's Quest: The Herald of,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mini-Yonku Shining Scorpion: L,NULL,0.899999976158142,NULL,NULL,1,Japan,Other Region
Mary-Kate and Ashley: Sweet 16,0.280000001192093,NULL,0.119999997317791,0.0399999991059303,3,North America,Other Region
American Girl: Julie Finds a W,0.100000001490116,NULL,NULL,0.00999999977648258,1,North America,Other Region
Genesis Alpha One,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Game & Watch Gallery 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hero Shuugou!! Pinball Party,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ReflexOn,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tales of the Tiny Planet,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Deep Blue,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Creatures: The Albian Years,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Junior Classic Books & Fairyta,0.0599999986588955,NULL,0.00999999977648258,0.00999999977648258,1,North America,Other Region
"Nobunaga no Yabou: Soutensoku ",NULL,0.0199999995529652,NULL,NULL,4,Japan,Other Region
Ayaka Shibito Portable,NULL,0,NULL,NULL,1,Japan,Japan
Helldivers,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Lucky * Star: Net Idol Meister,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mortal Kombat: Tournament Edit,0.00999999977648258,NULL,0,0,1,North America,Europe and Africa
"Neppachi V@VPACHI: CR Monster ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Stealth Inc. 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Botany Manor,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Rush'n Attack,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Populous: The Promised Lands,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Colony Wars III: Red Sun,0.0700000002980232,NULL,0.0500000007450581,0.00999999977648258,1,North America,Other Region
Dirty Larry: Renegade Cop,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Outlast Trials,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Frozen Hearth,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SpellForce: Shadow of the Phoe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tokumei Sentai Go-Busters,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Princess is Money Hungry,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
The Secret of the Nautilus,NULL,NULL,NULL,NULL,1,Other Region,Other Region
College LaCrosse 2010,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pocket Bowling,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Def Jam: Fight for NY,1.46000002324581,NULL,0.820000018924475,0.249999998137355,3,North America,Other Region
Dungeon Siege III,0.379999995231628,0.0399999991059303,0.249999992549419,0.0899999979883432,4,North America,Japan
Kakyuusei,NULL,0.280000001192093,NULL,0,2,Japan,Other Region
Sakura Wars GB,NULL,0.140000000596046,NULL,0,1,Japan,Other Region
Fantastic Dizzy,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Monaco,NULL,NULL,NULL,NULL,1,Other Region,Other Region
TrackMania Power Up!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
A Pimp RPG,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Egypt,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dark Fall: Lights Out,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Everest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Azito 3D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rocksmith 2014,2.37000000476837,0.0500000007450581,0.90999998152256,0.489999998360872,6,North America,Japan
"Harukanaru Toki no Naka de 4: ",NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Nightmares from the Deep 2: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ace of Words,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Final Fantasy XII: The Zodiac ",NULL,NULL,NULL,NULL,3,Other Region,Other Region
deSPIRIA,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mercenaries 2: World in Flames,1.14999996125698,0.0299999993294477,0.700000017881393,0.429999999701977,5,North America,Japan
.hack//G.U. Last Recode,0.100000001490116,0.0799999982118607,0.0399999991059303,0.0299999993294477,3,North America,Other Region
"Dakar 2: The World's Ultimate ",0.0399999991059303,NULL,0.00999999977648258,0,2,North America,Other Region
Echo Night 2,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Death Coming,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Souls,NULL,NULL,NULL,NULL,1,Other Region,Other Region
GO Series: Fishing Resort,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Crazy Labyrinth,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fallen Haven,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Wars: The Force Unleashed,7.76000000350177,0.00999999977648258,3.98999997787178,2.28999996930361,27,North America,Japan
Mobile Light Force 2,0.0500000007450581,NULL,0.0399999991059303,0.00999999977648258,1,North America,Other Region
Kurogane Kaikitan,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Return to Zork,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Acid Drop,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Valet Parking 1989,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rebirth of Honor,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Stronghold Crusader,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Pursuit of Justice,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Buggy,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Derby Stallion DS,NULL,0.319999992847443,NULL,NULL,1,Japan,Other Region
Ys: The Ark of Napishtim,0.109999999403954,NULL,0.0500000007450581,0.0199999995529652,4,North America,Other Region
NASCAR: Dirt to Daytona,0.350000001490116,NULL,0.239999998360872,0.0700000002980232,2,North America,Other Region
SPHERE SLICE,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kenran Butoh Sai: The Mars Day,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kick & Fennick,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Art Style: ROTOHEX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon Quest IV: Chapters of t,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Th3 Plan,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"Backgainer: Hishou-hen ""Uragir",NULL,NULL,NULL,NULL,2,Other Region,Other Region
Ragnarok Odyssey,0.200000002980232,0.159999996423721,0.00999999977648258,0.0500000007450581,1,North America,Europe and Africa
Reign Of Kings,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SingStar Boy Bands vs Girl Ban,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"World Soccer Winning Eleven 5 ",NULL,0.449999988079071,NULL,NULL,2,Japan,Other Region
Gods Eater Burst,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Kobold's Quest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Congo The Movie: Descent Into ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bishi Bashi Special,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Dragon Ball: Hunter,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hellraiser,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ice Hokey Slovakia 2011,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Enter the Matrix,2.84000000357628,0.120000002905726,1.64000001549721,0.239999996498227,5,North America,Japan
Gegege no Kitarou 2: Youkai Gu,NULL,1.25,NULL,0,1,Japan,Other Region
Stasis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Porky Pig's Haunted Holiday,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Combat Choro Q: Advance Daisak,NULL,NULL,NULL,NULL,1,Other Region,Other Region
